1991,0.5569938441875703
1992,0.5600315088258796
1993,0.5610916337601949
1994,0.5572059196680449
1995,0.5566995888663107
1996,0.5602835658772413
1997,0.558856649928082
1998,0.5555321193372238
1999,0.5832208535406652
2000,0.5749581030718632
2001,0.5778921748120706
2002,0.5889667666671151
2003,0.5954626838610249
2004,0.6033068383807895
2005,0.6033966566869595
2006,0.6056288023563652
2007,0.6089549571889085
2008,0.6110782779450956
2009,0.6102041414594934
2010,0.6116712052022558
2011,0.6068561359899942
2012,0.6064472841877185
2013,0.6075692786138723
2014,0.6080121294120816
2015,0.6082319993431915
2016,0.6036652533037781
2017,0.6076022585952
